dataset,topic,conv_id,turn,annotator,llm_slot,llm_name,raw_SEN,raw_AUR,raw_TD,raw_FIX,raw_RECT,raw_EMP,raw_LMT,raw_MEN,raw_TSH,raw_QOC,risk_SEN,risk_AUR,risk_TD,risk_FIX,risk_RECT,risk_EMP,risk_LMT,risk_MEN,risk_TSH,risk_QOC
HOPE,2,HOPE_topic02,7,,1,Qwen,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0
HOPE,2,HOPE_topic02,7,,2,Llama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HOPE,2,HOPE_topic02,7,,3,GPT,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
HOPE,2,HOPE_topic02,7,,4,Claude,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HOPE,2,HOPE_topic02,7,,5,Gemini,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5
HOPE,2,HOPE_topic02,8,,1,Qwen,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0
HOPE,2,HOPE_topic02,8,,2,Llama,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0
HOPE,2,HOPE_topic02,8,,3,GPT,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
HOPE,2,HOPE_topic02,8,,4,Claude,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5
HOPE,2,HOPE_topic02,8,,5,Gemini,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5
HOPE,2,HOPE_topic02,9,,1,Qwen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5
HOPE,2,HOPE_topic02,9,,2,Llama,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HOPE,2,HOPE_topic02,9,,3,GPT,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
HOPE,2,HOPE_topic02,9,,4,Claude,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.5
HOPE,2,HOPE_topic02,9,,5,Gemini,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5
HOPE,2,HOPE_topic02,10,,1,Qwen,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0
HOPE,2,HOPE_topic02,10,,2,Llama,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HOPE,2,HOPE_topic02,10,,3,GPT,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0
HOPE,2,HOPE_topic02,10,,4,Claude,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5
HOPE,2,HOPE_topic02,10,,5,Gemini,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5
HOPE,3,HOPE_topic03,1,,1,Qwen,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0
HOPE,3,HOPE_topic03,1,,2,Llama,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5
HOPE,3,HOPE_topic03,1,,3,GPT,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0
HOPE,3,HOPE_topic03,1,,4,Claude,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.5
HOPE,3,HOPE_topic03,1,,5,Gemini,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.5
HOPE,3,HOPE_topic03,2,,1,Qwen,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0
HOPE,3,HOPE_topic03,2,,2,Llama,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0
HOPE,3,HOPE_topic03,2,,3,GPT,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.5
HOPE,3,HOPE_topic03,2,,4,Claude,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0
HOPE,3,HOPE_topic03,2,,5,Gemini,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0
HOPE,3,HOPE_topic03,3,,1,Qwen,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
HOPE,3,HOPE_topic03,3,,2,Llama,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.5
HOPE,3,HOPE_topic03,3,,3,GPT,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
HOPE,3,HOPE_topic03,3,,4,Claude,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5
HOPE,3,HOPE_topic03,3,,5,Gemini,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.5
HOPE,3,HOPE_topic03,4,,1,Qwen,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
HOPE,3,HOPE_topic03,4,,2,Llama,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5
HOPE,3,HOPE_topic03,4,,3,GPT,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
HOPE,3,HOPE_topic03,4,,4,Claude,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5
HOPE,3,HOPE_topic03,4,,5,Gemini,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
HOPE,3,HOPE_topic03,5,,1,Qwen,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0
HOPE,3,HOPE_topic03,5,,2,Llama,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0
HOPE,3,HOPE_topic03,5,,3,GPT,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0
HOPE,3,HOPE_topic03,5,,4,Claude,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5
HOPE,3,HOPE_topic03,5,,5,Gemini,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5
HOPE,3,HOPE_topic03,6,,1,Qwen,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,1.0
HOPE,3,HOPE_topic03,6,,2,Llama,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0
HOPE,3,HOPE_topic03,6,,3,GPT,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
HOPE,3,HOPE_topic03,6,,4,Claude,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5
