conv_id,dataset,topic,annotator,llm_slot,llm_name,u,r,n_pairs,rho,p,T
CareBench_topic01,CareBench,1,,3,GPT,U2,FIX,10,-0.6148873228105183,0.058504690273167036,10
CareBench_topic01,CareBench,1,,3,GPT,U2,RT,10,-0.3563483225498992,0.31215994619329673,10
CareBench_topic01,CareBench,1,,3,GPT,U2,TN,10,0.4321208107251124,0.21234720687422043,10
CareBench_topic01,CareBench,1,,3,GPT,U2,QOC,10,-0.17568209223157666,0.6273386369355873,10
CareBench_topic01,CareBench,1,,3,GPT,U2,LM,10,0.2357022603955158,0.5121034947040566,10
CareBench_topic01,CareBench,1,,3,GPT,U2,ME,10,0.40824829046386296,0.24150397191306,10
CareBench_topic01,CareBench,1,,3,GPT,U2,EMP,10,-0.25,0.48604202270507824,10
CareBench_topic01,CareBench,1,,3,GPT,U3,SEN,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U3,AUR,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U3,TD,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U3,FIX,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U3,RT,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U3,TN,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U3,QOC,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U3,LM,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U3,ME,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U3,EMP,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U4,SEN,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U4,AUR,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U4,TD,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U4,FIX,10,0.07172191381865588,0.8439128816593072,10
CareBench_topic01,CareBench,1,,3,GPT,U4,RT,10,0.21821789023599233,0.5447373008044911,10
CareBench_topic01,CareBench,1,,3,GPT,U4,TN,10,-0.25660011963983365,0.474208890065677,10
CareBench_topic01,CareBench,1,,3,GPT,U4,QOC,10,0.573775310549247,0.08285490620995035,10
CareBench_topic01,CareBench,1,,3,GPT,U4,LM,10,-0.1924500897298752,0.5942640159772072,10
CareBench_topic01,CareBench,1,,3,GPT,U4,ME,10,-0.1111111111111111,0.759922968348739,10
CareBench_topic01,CareBench,1,,3,GPT,U4,EMP,10,0.40824829046386296,0.24150397191306,10
CareBench_topic01,CareBench,1,,3,GPT,U5,SEN,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U5,AUR,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U5,TD,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U5,FIX,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U5,RT,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U5,TN,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U5,QOC,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U5,LM,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U5,ME,10,,,10
CareBench_topic01,CareBench,1,,3,GPT,U5,EMP,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U1,SEN,10,-0.24900596027799865,0.4878351475246331,10
CareBench_topic01,CareBench,1,,4,Claude,U1,AUR,10,0.5976143046671968,0.06806524760751566,10
CareBench_topic01,CareBench,1,,4,Claude,U1,TD,10,-0.1732337167958958,0.6322201620068058,10
CareBench_topic01,CareBench,1,,4,Claude,U1,FIX,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U1,RT,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U1,TN,10,-0.31746031746031744,0.3714119385295165,10
CareBench_topic01,CareBench,1,,4,Claude,U1,QOC,10,-0.547813112611597,0.10115358560782096,10
CareBench_topic01,CareBench,1,,4,Claude,U1,LM,10,-0.1495142045241767,0.680151448924815,10
CareBench_topic01,CareBench,1,,4,Claude,U1,ME,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U1,EMP,10,0.0805076485899413,0.8250265433842324,10
CareBench_topic01,CareBench,1,,4,Claude,U2,SEN,10,0.10206207261596577,0.7790503501599918,10
CareBench_topic01,CareBench,1,,4,Claude,U2,AUR,10,0.40824829046386296,0.24150397191306,10
CareBench_topic01,CareBench,1,,4,Claude,U2,TD,10,-0.32274861218395146,0.3630479516689071,10
CareBench_topic01,CareBench,1,,4,Claude,U2,FIX,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U2,RT,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U2,TN,10,-0.44728753343474437,0.19493272788142366,10
CareBench_topic01,CareBench,1,,4,Claude,U2,QOC,10,-0.6123724356957945,0.05983787551928615,10
CareBench_topic01,CareBench,1,,4,Claude,U2,LM,10,-0.3535533905932738,0.31624189853891155,10
CareBench_topic01,CareBench,1,,4,Claude,U2,ME,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U2,EMP,10,0.1178511301977579,0.7457514599656305,10
CareBench_topic01,CareBench,1,,4,Claude,U3,SEN,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U3,AUR,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U3,TD,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U3,FIX,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U3,RT,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U3,TN,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U3,QOC,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U3,LM,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U3,ME,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U3,EMP,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U4,SEN,10,0.6666666666666666,0.03526520347508,10
CareBench_topic01,CareBench,1,,4,Claude,U4,AUR,10,-0.1111111111111111,0.759922968348739,10
CareBench_topic01,CareBench,1,,4,Claude,U4,TD,10,0.5270462766947299,0.11749458266709459,10
CareBench_topic01,CareBench,1,,4,Claude,U4,FIX,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U4,RT,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U4,TN,10,0.26560635762986523,0.45826890142103693,10
CareBench_topic01,CareBench,1,,4,Claude,U4,QOC,10,0.16666666666666666,0.6453763092278236,10
CareBench_topic01,CareBench,1,,4,Claude,U4,LM,10,0.3849001794597504,0.2720704663107473,10
CareBench_topic01,CareBench,1,,4,Claude,U4,ME,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U4,EMP,10,0.1924500897298752,0.5942640159772072,10
CareBench_topic01,CareBench,1,,4,Claude,U5,SEN,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U5,AUR,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U5,TD,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U5,FIX,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U5,RT,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U5,TN,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U5,QOC,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U5,LM,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U5,ME,10,,,10
CareBench_topic01,CareBench,1,,4,Claude,U5,EMP,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U1,SEN,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U1,AUR,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U1,TD,10,-0.24900596027799865,0.4878351475246331,10
CareBench_topic01,CareBench,1,,5,Gemini,U1,FIX,10,-0.521640530957301,0.1220020745778506,10
CareBench_topic01,CareBench,1,,5,Gemini,U1,RT,10,0.13280317881493262,0.7145626356720207,10
CareBench_topic01,CareBench,1,,5,Gemini,U1,TN,10,0.40662503039522213,0.24356378120274227,10
CareBench_topic01,CareBench,1,,5,Gemini,U1,QOC,10,-0.1468253968253968,0.6856542591017206,10
CareBench_topic01,CareBench,1,,5,Gemini,U1,LM,10,0.2522292895610493,0.48203103380714163,10
CareBench_topic01,CareBench,1,,5,Gemini,U1,ME,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U1,EMP,10,0.17388017698576702,0.6309300093166685,10
CareBench_topic01,CareBench,1,,5,Gemini,U2,SEN,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U2,AUR,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U2,TD,10,-0.4082482904638631,0.24150397191305997,10
CareBench_topic01,CareBench,1,,5,Gemini,U2,FIX,10,-0.0890870806374748,0.806661310724916,10
CareBench_topic01,CareBench,1,,5,Gemini,U2,RT,10,0.40824829046386296,0.24150397191306,10
CareBench_topic01,CareBench,1,,5,Gemini,U2,TN,10,0.25,0.48604202270507824,10
CareBench_topic01,CareBench,1,,5,Gemini,U2,QOC,10,-0.6506000486323554,0.04164620924187584,10
CareBench_topic01,CareBench,1,,5,Gemini,U2,LM,10,0.4629100498862757,0.17789815279512564,10
CareBench_topic01,CareBench,1,,5,Gemini,U2,ME,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U2,EMP,10,-0.0890870806374748,0.806661310724916,10
CareBench_topic01,CareBench,1,,5,Gemini,U3,SEN,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U3,AUR,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U3,TD,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U3,FIX,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U3,RT,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U3,TN,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U3,QOC,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U3,LM,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U3,ME,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U3,EMP,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U4,SEN,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U4,AUR,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U4,TD,10,0.6666666666666666,0.03526520347508,10
CareBench_topic01,CareBench,1,,5,Gemini,U4,FIX,10,0.5091750772173156,0.1328010916244439,10
CareBench_topic01,CareBench,1,,5,Gemini,U4,RT,10,-0.1111111111111111,0.759922968348739,10
CareBench_topic01,CareBench,1,,5,Gemini,U4,TN,10,0.2721655269759087,0.44681333411490864,10
CareBench_topic01,CareBench,1,,5,Gemini,U4,QOC,10,0.5976143046671968,0.06806524760751566,10
CareBench_topic01,CareBench,1,,5,Gemini,U4,LM,10,-0.06299407883487121,0.8627459754188835,10
CareBench_topic01,CareBench,1,,5,Gemini,U4,ME,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U4,EMP,10,-0.21821789023599233,0.5447373008044911,10
CareBench_topic01,CareBench,1,,5,Gemini,U5,SEN,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U5,AUR,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U5,TD,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U5,FIX,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U5,RT,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U5,TN,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U5,QOC,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U5,LM,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U5,ME,10,,,10
CareBench_topic01,CareBench,1,,5,Gemini,U5,EMP,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U1,SEN,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U1,AUR,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U1,TD,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U1,FIX,10,0.0,1.0,10
CareBench_topic02,CareBench,2,,1,Qwen,U1,RT,10,0.0,1.0,10
CareBench_topic02,CareBench,2,,1,Qwen,U1,TN,10,-0.3779644730092272,0.28153692011074005,10
CareBench_topic02,CareBench,2,,1,Qwen,U1,QOC,10,0.28688765527462345,0.421584126840006,10
CareBench_topic02,CareBench,2,,1,Qwen,U1,LM,10,-0.12909944487358055,0.7222548342032657,10
CareBench_topic02,CareBench,2,,1,Qwen,U1,ME,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U1,EMP,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U2,SEN,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U2,AUR,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U2,TD,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U2,FIX,10,-0.3359684204526464,0.3425571050748644,10
CareBench_topic02,CareBench,2,,1,Qwen,U2,RT,10,-0.3359684204526464,0.3425571050748644,10
CareBench_topic02,CareBench,2,,1,Qwen,U2,TN,10,-0.7139328934618736,0.02039092124559829,10
CareBench_topic02,CareBench,2,,1,Qwen,U2,QOC,10,-0.25819888974716115,0.47136168054729377,10
CareBench_topic02,CareBench,2,,1,Qwen,U2,LM,10,-0.15778821040104288,0.6633042104981839,10
CareBench_topic02,CareBench,2,,1,Qwen,U2,ME,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U2,EMP,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U3,SEN,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U3,AUR,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U3,TD,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U3,FIX,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U3,RT,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U3,TN,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U3,QOC,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U3,LM,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U3,ME,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U3,EMP,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U4,SEN,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U4,AUR,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U4,TD,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U4,FIX,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U4,RT,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U4,TN,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U4,QOC,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U4,LM,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U4,ME,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U4,EMP,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U5,SEN,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U5,AUR,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U5,TD,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U5,FIX,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U5,RT,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U5,TN,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U5,QOC,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U5,LM,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U5,ME,10,,,10
CareBench_topic02,CareBench,2,,1,Qwen,U5,EMP,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U1,SEN,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U1,AUR,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U1,TD,10,0.28867513459481287,0.4185672663418206,10
CareBench_topic02,CareBench,2,,2,Llama,U1,FIX,10,-0.19245008972987523,0.5942640159772072,10
CareBench_topic02,CareBench,2,,2,Llama,U1,RT,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U1,TN,10,-0.26666666666666666,0.45640823776863293,10
CareBench_topic02,CareBench,2,,2,Llama,U1,QOC,10,0.39999999999999997,0.25207199999999996,10
CareBench_topic02,CareBench,2,,2,Llama,U1,LM,10,0.0,1.0,10
CareBench_topic02,CareBench,2,,2,Llama,U1,ME,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U1,EMP,10,0.08050764858994132,0.8250265433842324,10
CareBench_topic02,CareBench,2,,2,Llama,U2,SEN,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U2,AUR,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U2,TD,10,0.4811252243246881,0.159191956756303,10
CareBench_topic02,CareBench,2,,2,Llama,U2,FIX,10,-0.32075014954979203,0.36619759790750606,10
CareBench_topic02,CareBench,2,,2,Llama,U2,RT,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U2,TN,10,0.14074074074074075,0.6981557775143452,10
CareBench_topic02,CareBench,2,,2,Llama,U2,QOC,10,0.04444444444444444,0.9029695941729917,10
CareBench_topic02,CareBench,2,,2,Llama,U2,LM,10,-0.0419960525565808,0.9082954854605302,10
CareBench_topic02,CareBench,2,,2,Llama,U2,ME,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U2,EMP,10,0.4102056380535105,0.23903326774816167,10
CareBench_topic02,CareBench,2,,2,Llama,U3,SEN,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U3,AUR,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U3,TD,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U3,FIX,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U3,RT,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U3,TN,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U3,QOC,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U3,LM,10,,,10
CareBench_topic02,CareBench,2,,2,Llama,U3,ME,10,,,10
