conv_id,dataset,topic,annotator,n_turns,UIRI_open,UIRI_peak,UIRI_mean,UIRI_delta,UIRI_sd,U1_typicality_open,U1_typicality_peak,U1_typicality_mean,U1_typicality_delta,U1_typicality_sd,U2_evocative_open,U2_evocative_peak,U2_evocative_mean,U2_evocative_delta,U2_evocative_sd,U3_sensitivity_open,U3_sensitivity_peak,U3_sensitivity_mean,U3_sensitivity_delta,U3_sensitivity_sd,U4_fix_seeking_open,U4_fix_seeking_peak,U4_fix_seeking_mean,U4_fix_seeking_delta,U4_fix_seeking_sd,U5_underlying_open,U5_underlying_peak,U5_underlying_mean,U5_underlying_delta,U5_underlying_sd
CareBench_topic30,CareBench,30,,10,0.1,0.5,0.39,0.4,0.11972189997378649,0.5,0.5,0.4,0.0,0.21081851067789198,0.0,1.0,0.75,1.0,0.3535533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,1.0,0.3496029493900506
CareBench_topic31,CareBench,31,,10,0.3,0.4,0.31999999999999995,0.10000000000000003,0.0632455532033676,0.0,0.5,0.1,0.0,0.21081851067789198,0.5,1.0,0.55,0.5,0.15811388300841897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.95,0.0,0.15811388300841897
CareBench_topic32,CareBench,32,,10,0.9,0.9,0.4200000000000001,-0.7,0.26583202716502513,0.5,0.5,0.15,-0.5,0.24152294576982397,1.0,1.0,0.7,-0.5,0.34960294939005054,1.0,1.0,0.1,-1.0,0.31622776601683794,1.0,1.0,0.4,-1.0,0.5163977794943223,1.0,1.0,0.75,-0.5,0.26352313834736496
CareBench_topic33,CareBench,33,,10,0.7,0.7,0.48,-0.39999999999999997,0.16193277068654824,0.5,0.5,0.25,-0.5,0.26352313834736496,1.0,1.0,0.85,-0.5,0.24152294576982397,0.0,1.0,0.1,0.0,0.31622776601683794,1.0,1.0,0.2,-1.0,0.42163702135578396,1.0,1.0,1.0,0.0,0.0
CareBench_topic34,CareBench,34,,10,0.6,0.6,0.33999999999999997,-0.3,0.11737877907772674,0.5,0.5,0.05,-0.5,0.15811388300841897,0.5,1.0,0.65,0.0,0.24152294576982397,1.0,1.0,0.1,-1.0,0.31622776601683794,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,0.21081851067789198
CareBench_topic35,CareBench,35,,10,0.5,0.5,0.32999999999999996,-0.2,0.09486832980505139,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.65,0.0,0.24152294576982397,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,-1.0,0.31622776601683794,1.0,1.0,0.9,0.0,0.21081851067789195
CareBench_topic36,CareBench,36,,10,0.3,0.5,0.27999999999999997,0.0,0.11352924243950932,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.0,0.21081851067789198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.48304589153964794,1.0,1.0,0.7,0.0,0.25819888974716115
HOPE_topic01,HOPE,1,,10,0.1,0.4,0.16999999999999998,0.1,0.10593499054713802,0.0,0.5,0.05,0.0,0.15811388300841897,0.0,0.5,0.2,0.5,0.25819888974716115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6,0.0,0.21081851067789198
HOPE_topic02,HOPE,2,,10,0.4,0.4,0.24000000000000005,-0.30000000000000004,0.11737877907772672,0.5,0.5,0.15,-0.5,0.24152294576982397,0.5,1.0,0.3,-0.5,0.34960294939005054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,-0.5,0.26352313834736496
HOPE_topic03,HOPE,3,,10,0.2,0.3,0.22999999999999998,0.09999999999999998,0.04830458915396478,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.15,0.5,0.24152294576982394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0
HOPE_topic04,HOPE,4,,10,0.5,0.5,0.25000000000000006,-0.4,0.190029237516523,0.0,0.5,0.15,0.0,0.24152294576982394,0.5,1.0,0.2,-0.5,0.34960294939005054,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,-1.0,0.48304589153964794,1.0,1.0,0.6,-0.5,0.31622776601683794
HOPE_topic05,HOPE,5,,10,0.3,0.4,0.35,0.0,0.05270462766947301,0.0,0.5,0.05,0.0,0.15811388300841897,0.5,1.0,0.7,0.0,0.25819888974716115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
HOPE_topic06,HOPE,6,,10,0.1,0.4,0.17,-0.1,0.11595018087284058,0.0,0.5,0.25,0.0,0.26352313834736496,0.0,1.0,0.15,0.0,0.3374742788552764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.45,-0.5,0.3689323936863109
HOPE_topic07,HOPE,7,,9,0.3,0.4,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6111111111111112,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8888888888888888,0.0,0.2204792759220492
HOPE_topic08,HOPE,8,,10,0.5,0.6,0.35000000000000003,-0.09999999999999998,0.14337208778404378,0.0,0.5,0.15,0.5,0.24152294576982397,0.5,1.0,0.45,0.0,0.2838231060987733,0.0,1.0,0.2,0.0,0.42163702135578396,1.0,1.0,0.1,-1.0,0.31622776601683794,1.0,1.0,0.85,0.0,0.24152294576982397
HOPE_topic09,HOPE,9,,10,0.3,0.5,0.2,-0.09999999999999998,0.12472191289246472,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.0,0.25819888974716115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.31622776601683794,1.0,1.0,0.6,-0.5,0.21081851067789198
HOPE_topic10,HOPE,10,,10,0.5,0.6,0.36,0.0,0.1646545204697129,0.5,0.5,0.3,0.0,0.25819888974716115,1.0,1.0,0.55,0.0,0.3689323936863109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.31622776601683794,1.0,1.0,0.85,0.0,0.24152294576982397
HOPE_topic11,HOPE,11,,10,0.7,0.7,0.5399999999999999,-0.09999999999999998,0.1349897115421106,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.55,-0.5,0.15811388300841897,1.0,1.0,0.4,-1.0,0.5163977794943223,0.0,1.0,0.4,1.0,0.5163977794943222,1.0,1.0,0.85,0.0,0.24152294576982394
HOPE_topic12,HOPE,12,,10,0.4,0.7,0.4699999999999999,-0.10000000000000003,0.1636391694484477,0.5,0.5,0.2,-0.5,0.25819888974716115,0.5,1.0,0.65,0.0,0.24152294576982397,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5270462766947299,1.0,1.0,1.0,0.0,0.0
HOPE_topic13,HOPE,13,,10,0.3,0.5,0.26,0.2,0.17126976771553507,0.0,1.0,0.3,1.0,0.34960294939005054,0.5,0.5,0.25,0.0,0.26352313834736496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.0,0.42491829279939874
HOPE_topic14,HOPE,14,,10,0.7,0.8,0.72,0.0,0.04216370213557843,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.6,0.0,0.21081851067789195,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
HOPE_topic15,HOPE,15,,10,0.6,0.8,0.73,0.09999999999999998,0.06749485577105534,0.5,1.0,0.95,0.5,0.15811388300841897,0.5,1.0,0.7,0.0,0.25819888974716115,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
HOPE_topic16,HOPE,16,,10,0.7,0.7,0.7000000000000001,0.0,1.1702778228589004e-16,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
HOPE_topic17,HOPE,17,,10,0.6,0.6,0.22000000000000003,-0.39999999999999997,0.19888578520235065,0.5,0.5,0.2,-0.5,0.25819888974716115,0.5,1.0,0.3,0.0,0.3496029493900505,1.0,1.0,0.1,-1.0,0.31622776601683794,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,-0.5,0.3333333333333333
HOPE_topic18,HOPE,18,,10,0.8,0.8,0.74,0.0,0.09660917830792962,1.0,1.0,0.9,0.0,0.31622776601683794,1.0,1.0,0.8,0.0,0.25819888974716115,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
HOPE_topic19,HOPE,19,,10,0.4,0.4,0.27999999999999997,-0.10000000000000003,0.07888106377466154,0.5,0.5,0.2,0.0,0.25819888974716115,0.5,1.0,0.55,0.0,0.28382310609877337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.65,-0.5,0.24152294576982397
HOPE_topic20,HOPE,20,,10,0.2,0.4,0.2799999999999999,0.2,0.09189365834726815,0.0,0.5,0.2,0.5,0.2581988897471611,0.5,1.0,0.5,0.0,0.23570226039551584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.7,0.5,0.25819888974716115
HOPE_topic21,HOPE,21,,10,0.2,0.5,0.29000000000000004,0.0,0.11972189997378649,0.0,1.0,0.5,0.5,0.3333333333333333,0.5,1.0,0.45,0.0,0.3689323936863109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,-0.5,0.23570226039551584
HOPE_topic22,HOPE,22,,10,0.4,0.5,0.33999999999999997,0.0,0.11737877907772674,0.5,0.5,0.45,0.0,0.15811388300841897,0.5,1.0,0.45,0.0,0.3689323936863109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.0,0.34960294939005054
HOPE_topic23,HOPE,23,,10,0.6,0.6,0.35,-0.5,0.1269295517643985,0.0,0.5,0.2,0.5,0.2581988897471611,1.0,1.0,0.55,-1.0,0.368932393686311,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,-1.0,0.31622776601683794,1.0,1.0,0.9,-1.0,0.31622776601683794
HOPE_topic24,HOPE,24,,10,0.1,0.2,0.16,0.0,0.051639777949432225,0.0,0.5,0.25,0.5,0.26352313834736496,0.0,0.5,0.25,0.0,0.26352313834736496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.3,-0.5,0.34960294939005054
HOPE_topic25,HOPE,25,,10,0.0,0.7,0.31999999999999995,0.4,0.25733678754158373,0.0,1.0,0.5,1.0,0.5270462766947299,0.0,0.5,0.25,0.0,0.26352313834736496,0.0,1.0,0.2,0.0,0.42163702135578396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,1.0,0.47434164902525694
HOPE_topic26,HOPE,26,,10,0.2,0.4,0.25,0.2,0.09718253158075502,0.5,1.0,0.9,0.5,0.21081851067789198,0.0,1.0,0.15,1.0,0.3374742788552764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,-0.5,0.25819888974716115
HOPE_topic27,HOPE,27,,10,0.1,0.5,0.27999999999999997,0.19999999999999998,0.13165611772087668,0.0,1.0,0.75,1.0,0.42491829279939874,0.0,0.5,0.1,0.0,0.21081851067789198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.55,0.0,0.28382310609877337
HOPE_topic28,HOPE,28,,10,0.3,0.5,0.33999999999999997,-0.09999999999999998,0.10749676997731401,0.5,1.0,0.55,0.5,0.3689323936863109,0.5,1.0,0.4,-0.5,0.39440531887330776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.75,-0.5,0.3535533905932738
HOPE_topic29,HOPE,29,,10,0.6,0.8,0.5399999999999999,0.09999999999999998,0.14298407059684812,1.0,1.0,0.65,0.0,0.4116363011742823,1.0,1.0,0.75,-0.5,0.3535533905932738,0.0,1.0,0.3,1.0,0.48304589153964794,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
HOPE_topic30,HOPE,30,,10,0.4,0.6,0.4699999999999999,-0.30000000000000004,0.16363916944844767,0.5,1.0,0.7,-0.5,0.42163702135578396,0.5,1.0,0.7,-0.5,0.34960294939005054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.95,-0.5,0.15811388300841897
HOPE_topic31,HOPE,31,,10,0.6,0.7,0.5199999999999999,-0.6,0.21499353995462797,1.0,1.0,0.65,-1.0,0.3374742788552764,0.0,1.0,0.4,0.0,0.31622776601683794,1.0,1.0,0.7,-1.0,0.48304589153964794,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.85,-1.0,0.3374742788552764
HOPE_topic32,HOPE,32,,10,0.4,0.4,0.32,0.0,0.13165611772087668,0.5,0.5,0.45,0.0,0.15811388300841897,0.5,0.5,0.35,0.0,0.24152294576982397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.0,0.3496029493900506
HOPE_topic33,HOPE,33,,10,0.1,0.4,0.16000000000000003,0.1,0.11737877907772674,0.0,1.0,0.25,0.5,0.3535533905932738,0.5,0.5,0.2,-0.5,0.25819888974716115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.35,0.5,0.24152294576982397
HOPE_topic34,HOPE,34,,10,0.4,0.7,0.42000000000000004,-0.10000000000000003,0.1398411797560202,0.5,1.0,0.5,-0.5,0.408248290463863,0.5,1.0,0.55,0.0,0.28382310609877337,0.0,1.0,0.1,0.0,0.31622776601683794,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.95,0.0,0.15811388300841897
HOPE_topic35,HOPE,35,,10,0.4,0.4,0.27999999999999997,0.0,0.10327955589886444,0.5,0.5,0.3,0.0,0.25819888974716115,0.5,0.5,0.35,0.0,0.24152294576982397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.0,0.26352313834736496
HOPE_topic36,HOPE,36,,10,0.4,0.7,0.53,0.29999999999999993,0.1946506842754191,1.0,1.0,0.85,0.0,0.24152294576982397,0.5,0.5,0.45,0.0,0.15811388300841897,0.0,1.0,0.5,1.0,0.5270462766947299,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.85,0.5,0.24152294576982397
