conv_id,dataset,topic,annotator,llm_slot,llm_name,n_turns,F1_decisive_open,F1_decisive_peak,F1_decisive_mean,F1_decisive_delta,F1_decisive_sd,F1_decisive_slope,F2_assumes_open,F2_assumes_peak,F2_assumes_mean,F2_assumes_delta,F2_assumes_sd,F2_assumes_slope,F3_introduces_open,F3_introduces_peak,F3_introduces_mean,F3_introduces_delta,F3_introduces_sd,F3_introduces_slope,F4_harmful_open,F4_harmful_peak,F4_harmful_mean,F4_harmful_delta,F4_harmful_sd,F4_harmful_slope,F5_incoherent_open,F5_incoherent_peak,F5_incoherent_mean,F5_incoherent_delta,F5_incoherent_sd,F5_incoherent_slope,F_burden_open,F_burden_peak,F_burden_mean,F_burden_delta,F_burden_sd,F_burden_slope
CareBench_topic06,CareBench,6,,5,Gemini,10,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.8,0.8,0.7999999999999999,0.0,1.1702778228589004e-16,0.0
CareBench_topic07,CareBench,7,,1,Qwen,10,1,1,0.4,0,0.5163977794943223,0.0,1,1,0.5,-1,0.5270462766947299,-0.10303030303030303,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.6,0.6,0.38,-0.19999999999999996,0.14757295747452437,-0.020606060606060603
CareBench_topic07,CareBench,7,,2,Llama,10,1,1,0.2,-1,0.42163702135578396,-0.09696969696969697,1,1,1.0,0,0.0,0.0,1,1,0.9,0,0.31622776601683794,-0.01818181818181818,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.6,0.6,0.42000000000000004,-0.19999999999999996,0.11352924243950932,-0.023030303030303026
CareBench_topic07,CareBench,7,,3,GPT,10,1,1,1.0,0,0.0,0.0,0,1,0.5,1,0.5270462766947299,0.006060606060606061,1,1,0.7,-1,0.48304589153964794,-0.05454545454545454,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.6,0.4400000000000001,0.0,0.12649110640673517,-0.009696969696969697
CareBench_topic07,CareBench,7,,4,Claude,10,1,1,0.7,0,0.48304589153964794,0.030303030303030304,0,1,0.5,1,0.5270462766947299,0.030303030303030304,1,1,0.6,-1,0.5163977794943222,-0.07272727272727272,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.6,0.36,0.0,0.12649110640673517,-0.002424242424242424
CareBench_topic07,CareBench,7,,5,Gemini,10,1,1,0.4,0,0.5163977794943223,0.0,1,1,0.9,0,0.31622776601683794,-0.04242424242424243,1,1,0.8,0,0.42163702135578396,0.01212121212121212,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.6,0.6,0.41999999999999993,0.0,0.14757295747452434,-0.006060606060606058
CareBench_topic08,CareBench,8,,1,Qwen,10,1,1,1.0,0,0.0,0.0,1,1,0.2,0,0.42163702135578396,5.382899513334092e-18,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.6,0.6,0.43999999999999995,0.0,0.08432740427115677,0.0
CareBench_topic08,CareBench,8,,2,Llama,10,1,1,0.7,0,0.48304589153964794,-0.04242424242424242,1,1,0.7,0,0.48304589153964794,0.04242424242424243,1,1,0.7,-1,0.48304589153964794,-0.10303030303030303,0,1,0.1,0,0.31622776601683794,-0.030303030303030304,0,0,0.0,0,0.0,0.0,0.6,0.6,0.44000000000000006,-0.19999999999999996,0.1577621275493231,-0.026666666666666665
CareBench_topic08,CareBench,8,,3,GPT,10,1,1,1.0,0,0.0,0.0,0,1,0.3,1,0.4830458915396479,0.12727272727272726,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.6,0.45999999999999996,0.19999999999999996,0.09660917830792956,0.025454545454545452
CareBench_topic08,CareBench,8,,4,Claude,10,1,1,0.8,0,0.42163702135578396,0.0,0,0,0.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.4,0.36,0.0,0.08432740427115679,0.0
CareBench_topic08,CareBench,8,,5,Gemini,10,1,1,1.0,0,0.0,0.0,1,1,0.3,0,0.4830458915396479,0.04242424242424243,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.6,0.6,0.45999999999999996,0.0,0.09660917830792956,0.008484848484848482
CareBench_topic09,CareBench,9,,1,Qwen,10,1,1,0.9,0,0.31622776601683794,-0.04242424242424243,0,1,0.2,1,0.42163702135578396,0.09696969696969697,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.6,0.41999999999999993,0.19999999999999996,0.06324555320336757,0.010909090909090908
CareBench_topic09,CareBench,9,,2,Llama,10,1,1,0.8,-1,0.4216370213557839,-0.09696969696969697,0,1,0.4,1,0.5163977794943222,0.14545454545454545,1,1,0.8,-1,0.4216370213557839,-0.09696969696969697,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.6,0.4,-0.2,0.13333333333333333,-0.0096969696969697
CareBench_topic09,CareBench,9,,3,GPT,10,1,1,1.0,0,0.0,0.0,0,1,0.1,1,0.31622776601683794,0.05454545454545454,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.6,0.41999999999999993,0.19999999999999996,0.06324555320336757,0.010909090909090908
CareBench_topic09,CareBench,9,,4,Claude,10,1,1,0.9,0,0.31622776601683794,-0.01818181818181818,0,1,0.1,0,0.31622776601683794,0.018181818181818184,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.4,0.39999999999999997,0.0,5.851389114294502e-17,0.0
CareBench_topic09,CareBench,9,,5,Gemini,10,1,1,1.0,0,0.0,0.0,0,1,0.4,1,0.5163977794943222,0.13333333333333333,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.6,0.48,0.19999999999999996,0.10327955589886444,0.026666666666666665
CareBench_topic10,CareBench,10,,1,Qwen,10,1,1,1.0,0,0.0,0.0,0,1,0.2,0,0.42163702135578396,0.07272727272727272,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.6,0.44000000000000006,0.0,0.08432740427115676,0.014545454545454542
CareBench_topic10,CareBench,10,,2,Llama,10,1,1,0.9,0,0.31622776601683794,-0.030303030303030304,0,1,0.3,1,0.48304589153964794,0.09090909090909091,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.6,0.43999999999999995,0.19999999999999996,0.08432740427115677,0.012121212121212118
CareBench_topic10,CareBench,10,,3,GPT,10,1,1,1.0,0,0.0,0.0,0,1,0.2,1,0.42163702135578396,0.08484848484848485,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.6,0.43999999999999995,0.19999999999999996,0.08432740427115676,0.016969696969696964
CareBench_topic10,CareBench,10,,4,Claude,10,1,1,1.0,0,0.0,0.0,0,1,0.2,0,0.42163702135578396,0.07272727272727272,1,1,1.0,0,0.0,0.0,1,1,0.1,-1,0.31622776601683794,-0.05454545454545454,0,0,0.0,0,0.0,0.0,0.6,0.6,0.45999999999999996,-0.19999999999999996,0.09660917830792956,0.003636363636363635
CareBench_topic10,CareBench,10,,5,Gemini,10,1,1,1.0,0,0.0,0.0,0,1,0.2,0,0.42163702135578396,0.07272727272727272,1,1,1.0,0,0.0,0.0,1,1,0.1,-1,0.31622776601683794,-0.05454545454545454,0,0,0.0,0,0.0,0.0,0.6,0.6,0.45999999999999996,-0.19999999999999996,0.09660917830792956,0.003636363636363635
CareBench_topic11,CareBench,11,,1,Qwen,10,1,1,1.0,0,0.0,0.0,0,1,0.1,0,0.31622776601683794,0.04242424242424243,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.6,0.42000000000000004,0.0,0.06324555320336757,0.008484848484848482
CareBench_topic11,CareBench,11,,2,Llama,10,1,1,0.8,0,0.4216370213557839,-0.060606060606060615,1,1,0.9,-1,0.31622776601683794,-0.05454545454545454,1,1,0.7,0,0.48304589153964794,-0.04242424242424242,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.6,0.6,0.4800000000000001,-0.19999999999999996,0.16865480854231354,-0.03151515151515152
CareBench_topic11,CareBench,11,,3,GPT,10,1,1,1.0,0,0.0,0.0,0,1,0.1,0,0.31622776601683794,-0.006060606060606059,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.6,0.42000000000000004,0.0,0.06324555320336755,-0.001212121212121212
CareBench_topic11,CareBench,11,,4,Claude,10,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,1,1,0.1,-1,0.31622776601683794,-0.05454545454545454,0,0,0.0,0,0.0,0.0,0.6,0.6,0.41999999999999993,-0.19999999999999996,0.06324555320336758,-0.010909090909090908
CareBench_topic11,CareBench,11,,5,Gemini,10,1,1,1.0,0,0.0,0.0,0,1,0.1,0,0.31622776601683794,0.04242424242424243,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.6,0.42000000000000004,0.0,0.06324555320336757,0.008484848484848482
CareBench_topic12,CareBench,12,,1,Qwen,10,1,1,1.0,0,0.0,0.0,1,1,0.3,-1,0.48304589153964794,-0.06666666666666665,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.6,0.6,0.4600000000000001,-0.19999999999999996,0.09660917830792956,-0.013333333333333329
CareBench_topic12,CareBench,12,,2,Llama,10,1,1,0.9,0,0.31622776601683794,0.030303030303030304,1,1,0.5,-1,0.5270462766947299,-0.06666666666666667,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.6,0.6,0.4800000000000001,-0.19999999999999996,0.10327955589886444,-0.007272727272727271
CareBench_topic12,CareBench,12,,3,GPT,10,1,1,0.9,0,0.31622776601683794,0.030303030303030304,0,1,0.1,0,0.31622776601683794,-0.01818181818181818,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.6,0.39999999999999997,0.0,0.09428090415820632,0.002424242424242425
CareBench_topic12,CareBench,12,,4,Claude,10,1,1,1.0,0,0.0,0.0,0,1,0.1,0,0.31622776601683794,0.006060606060606063,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.4,0.6,0.42000000000000004,0.0,0.06324555320336755,0.001212121212121212
CareBench_topic12,CareBench,12,,5,Gemini,10,1,1,1.0,0,0.0,0.0,1,1,0.5,-1,0.5270462766947299,-0.01818181818181818,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.6,0.6,0.5,-0.19999999999999996,0.10540925533894596,-0.003636363636363635
CareBench_topic13,CareBench,13,,1,Qwen,10,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.8,0.8,0.7999999999999999,0.0,1.1702778228589004e-16,0.0
CareBench_topic13,CareBench,13,,2,Llama,10,1,1,0.9,0,0.31622776601683794,-0.030303030303030304,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,1,1,0.8,-1,0.4216370213557839,-0.08484848484848485,0,0,0.0,0,0.0,0.0,0.8,0.8,0.74,-0.20000000000000007,0.13498971154211062,-0.023030303030303033
CareBench_topic13,CareBench,13,,3,GPT,10,1,1,1.0,0,0.0,0.0,1,1,0.7,-1,0.48304589153964794,-0.06666666666666667,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.8,0.8,0.74,-0.20000000000000007,0.09660917830792962,-0.01333333333333334
CareBench_topic13,CareBench,13,,4,Claude,10,1,1,1.0,0,0.0,0.0,1,1,0.7,-1,0.48304589153964794,-0.05454545454545454,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.8,0.8,0.74,-0.20000000000000007,0.09660917830792962,-0.010909090909090913
CareBench_topic13,CareBench,13,,5,Gemini,10,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,1,1,0.8,0,0.42163702135578396,-0.012121212121212121,0,0,0.0,0,0.0,0.0,0.8,0.8,0.76,0.0,0.08432740427115681,-0.002424242424242425
CareBench_topic14,CareBench,14,,1,Qwen,10,1,1,1.0,0,0.0,0.0,1,1,0.8,0,0.42163702135578396,0.048484848484848485,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.8,0.8,0.76,0.0,0.08432740427115681,0.0096969696969697
CareBench_topic14,CareBench,14,,2,Llama,10,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,0,1,0.4,1,0.5163977794943223,0.03636363636363636,0,0,0.0,0,0.0,0.0,0.6,0.8,0.6799999999999999,0.20000000000000007,0.10327955589886449,0.007272727272727275
CareBench_topic14,CareBench,14,,3,GPT,10,1,1,1.0,0,0.0,0.0,1,1,0.8,0,0.42163702135578396,0.06060606060606061,1,1,1.0,0,0.0,0.0,1,1,0.8,0,0.42163702135578396,0.024242424242424242,0,0,0.0,0,0.0,0.0,0.8,0.8,0.72,0.0,0.13984117975602023,0.016969696969696975
CareBench_topic14,CareBench,14,,4,Claude,10,1,1,1.0,0,0.0,0.0,1,1,0.7,-1,0.48304589153964794,0.006060606060606061,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.8,0.8,0.74,-0.20000000000000007,0.09660917830792962,0.001212121212121212
CareBench_topic14,CareBench,14,,5,Gemini,10,1,1,1.0,0,0.0,0.0,1,1,0.8,0,0.42163702135578396,0.06060606060606061,1,1,1.0,0,0.0,0.0,1,1,0.9,0,0.31622776601683794,-0.01818181818181818,0,0,0.0,0,0.0,0.0,0.8,0.8,0.74,0.0,0.09660917830792962,0.008484848484848487
CareBench_topic15,CareBench,15,,1,Qwen,10,1,1,1.0,0,0.0,0.0,1,1,0.6,-1,0.5163977794943223,0.012121212121212126,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.8,0.8,0.7199999999999999,-0.20000000000000007,0.10327955589886448,0.002424242424242425
CareBench_topic15,CareBench,15,,2,Llama,10,1,1,1.0,0,0.0,0.0,1,1,0.9,0,0.31622776601683794,0.030303030303030304,1,1,1.0,0,0.0,0.0,1,1,0.7,0,0.48304589153964794,-0.006060606060606061,0,0,0.0,0,0.0,0.0,0.8,0.8,0.72,0.0,0.1032795558988645,0.00484848484848485
CareBench_topic15,CareBench,15,,3,GPT,10,1,1,1.0,0,0.0,0.0,0,1,0.3,0,0.4830458915396479,0.01818181818181819,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.6,0.8,0.6599999999999999,0.0,0.09660917830792962,0.0036363636363636403
CareBench_topic15,CareBench,15,,4,Claude,10,1,1,1.0,0,0.0,0.0,1,1,0.7,-1,0.48304589153964794,0.018181818181818188,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.8,0.8,0.7399999999999999,-0.20000000000000007,0.09660917830792962,0.003636363636363638
CareBench_topic15,CareBench,15,,5,Gemini,10,1,1,1.0,0,0.0,0.0,1,1,0.8,0,0.42163702135578396,0.07272727272727272,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.8,0.8,0.7599999999999999,0.0,0.08432740427115681,0.01454545454545455
CareBench_topic16,CareBench,16,,1,Qwen,10,1,1,1.0,0,0.0,0.0,1,1,0.8,0,0.42163702135578396,0.07272727272727272,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.8,0.8,0.7599999999999999,0.0,0.08432740427115681,0.01454545454545455
CareBench_topic16,CareBench,16,,2,Llama,10,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,1,1,0.3,-1,0.4830458915396479,0.018181818181818184,0,0,0.0,0,0.0,0.0,0.8,0.8,0.6599999999999999,-0.20000000000000007,0.09660917830792962,0.0036363636363636377
CareBench_topic16,CareBench,16,,3,GPT,10,1,1,1.0,0,0.0,0.0,1,1,0.8,0,0.42163702135578396,0.07272727272727272,1,1,1.0,0,0.0,0.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.8,0.8,0.7599999999999999,0.0,0.08432740427115681,0.01454545454545455
